GenePage ID	Gene Symbol	Human Entrez ID	OMIM Gene ID	OMIM Disease IDs(|)	XB tropicalis ID	Entrez tropicalis ID	XB laevis.L ID	laevis.L Symbol	Entrez laevis.L ID	XB laevis.S ID	laevis.S Symbol	Entrez laevis.S ID
480440	dkk2	27123	605415		480441	100493182	865377	dkk2.L	378632	17343796	dkk2.S	108706725
480449	hes5.3	388585	607348		480450	100101782	865378	hes5.3.L	398259	17343793	hes5.3.S	108697692
480458	casp10	843	601762	603909|137215|605027|613659	480459	548432	17335674	casp10.L	398762	865379	casp10.S	397820
480466	tjp2	9414	607709	607748|615878	480467	733995	6252798	tjp2.L	779228	17344437	tjp2.S	
480475	foxa2	3170	600288		480476	395063	865381	foxa2.L	100127318	17336344	foxa2.S	
480485	irx3	79191	612985		480486	407888	480490	irx3.L	399365	17335664	irx3.S	108715336
480495	fgf4	2249	164980		480496	100217325	6252641	fgf4.L	378586	865382	fgf4.S	378587
480505	tf	7018	190000	209300	480506	613079	865383	tf.L	398723	6255495	tf.S	379502
480514	tnnc1	7134	191040	192600|611879|613243	480515	447990	17337771	tnnc1.L	399104	480519	tnnc1.S	379410
480524	dhx16	8449	603405		480525	100127179	17345929	dhx16.L		6486356	dhx16.S	108700244
480534	ren	5972	179820	267430|613092	480535	100487524	17337173	ren.L		17337174	ren.S	108709447
480543	dpepe				480544	549202	480548	dpepe.L	378550	17330782	dpepe.S	
480550	gnal	2774	139312	615073	480551	100216229	17339016	gnal.L	443714	865386	gnal.S	378630
480559	tgfb2	7042	190220	614816	480560	100489680	865387	tgfb2.L	373801	17339019	tgfb2.S	108717706
480569	irx4	50805	606199		480570	100038068	865388	irx4.L	779102	6448215	irx4.S	100301956
480578	spry1	10252	602465		480579	449470	6007713	spry1.L	100192368	6372210	spry1.S	100294515
480587	pnhd				480588	394459	6488002	pnhd.L	100158295	17332005	pnhd.S	108706889
480591	foxe3	2301	601094	107250|610256|617349|612968	480592	100495102	865391	foxe3.L	373809	17340197	foxe3.S	108715587
480600	hopx	84525	607275		480601	780767	17333584	hopx.L	108713411	6487597	hopx.S	108703694
480607	ldha	3939	150000	612933	480608	394758	6251935	ldha.L	398121	480612	ldha.S	380394
480617	irx2	153572	606198		480618	493475	865393	irx2.L	378497	17342313	irx2.S	108720018
480627	traf6	7189	602355		480628	493524	865394	traf6.L	444777	6254727	traf6.S	734929
480637	chrd.1	8646	603475		480638	549011	17341667	chrd.1.L	108716939	865395	chrd.1.S	398045
480646	cyp21a2.1	1589	613815	201910	480647	100489813	865396	cyp21a2.1.L	447267	17332316	cyp21a2.1.S	
480654	foxo4	4303	300033		480655	100492831	6448195	foxo4.L	100301976	17341059	foxo4.S	108700533
480661	aqp10	89872	606578		480662	100490571	17331688	aqp10.L	108699162	17331689	aqp10.S	
480669	pes1	23481	605819		480670	395049	17331693	pes1.L	108715321	480674	pes1.S	380249
480678	tlr5	7100	603031	608556|601744|615557	480679	100496647	6253976	tlr5.L	495313	17340472	tlr5.S	
480687	nrp1	8829	602069		480688	100101701	865400	nrp1.L	108718763	17335972	nrp1.S	397804
480697	nos3			145500|104300|163729|189800|601367	480698	100486016	6488874	nos3.L	108704634	17344678	nos3.S	
480716	six1	6495	601205	113650|608389|605192	480717	100101702	480721	six1.L	398185	17345620	six1.S	734994
480726	sox4	6659	184430		480727	733893	865404	sox4.L	379688	6253110	sox4.S	779042
480736	hoxa1	3198	142955	601536	480737	493379	480741	hoxa1.L	373787	6252179	hoxa1.S	397903
480745	ybx1	4904	154030		480746	549431	865405	ybx1.L	379054	17338642	ybx1.S	380022
480755	rab38	23682	606281		480756	100497999	17346768	rab38.L	108708761	865406	rab38.S	100381088
480764	spry4	81848	607984	146110|615266	480765	100498065	6486280	spry4.L	108710922	17339261	spry4.S	108713274
480774	zic5	85416	617896		480775	100492793	17330410	zic5.L	108708473	865408	zic5.S	373661
480784	rasa2	5922	601589		480785	100036638	6488091	rasa2.L	108717133	17335053	rasa2.S	
480793	tmco3	55002	617134		480794	100487725	6486433	tmco3.L	108708447	17343142	tmco3.S	
480799	fzd8	8325	606146		480800	100038274	865411	fzd8.L	373690	6254029	fzd8.S	399367
480808	dand5	199699	609068		480809	733727	17340923	dand5.L	108711702	865412	dand5.S	594864
480817	nr2f6	2063	132880		480818	448119	480822	nr2f6.L	379873	17332799	nr2f6.S	
480826	slc6a14.1	11254	300444	300306	480827	100127180	17341538	slc6a14.1.L	108698476	17341539	slc6a14.1.S	
480835	rara	5914	180240	612376	480836	100038052	865415	rara.L	399081	17333377	rara.S	108702480
480845	bcl9	607	602597		480846	100489374	865416	bcl9.L	431941	17339820	bcl9.S	108709258
480854	apc	324	611731	155255|137215|175100|135290|276300|114550|114500|613659	480855	779466	480859	apc.L	399455	17331559	apc.S	108707215
480864	sox8	30812	605923		480865	100497725	480869	sox8.L	399214	17340336	sox8.S	108703222
480874	sin3a	25942	607776	613406	480875	100495645	17332176	sin3a.L	108711311	865417	sin3a.S	398130
480883	ccdc15				480884	100038036	17343277	ccdc15.L		865418	ccdc15.S	735233
480892	nr4a2	4929	601828	168600	480893	100101682	6486845	nr4a2.L	108701333	17335195	nr4a2.S	108702961
480901	dll4	54567	605185	616589	480902	100489166	6489047	dll4.L	108699270	17344831	dll4.S	
480910	nkd1	85407	607851		480911	549552	6489284	nkd1.L	108713992	17336131	nkd1.S	108714955
480917	pdp2	57546	615499		480918	100489227	6252783	pdp2.L	108714104	17332536	pdp2.S	779268
480926	bmper	168667	608699	608022	480927	733449	865423	bmper.L	734166	17344235	bmper.S	
480936	cdh5	1003	601120		480937	100488458	17335523	cdh5.L	108714050	17335524	cdh5.S	108715394
480946	rps6ka3	6197	300075	303600|300844	480947	100496161	865425	rps6ka3.L	399376	17343642	rps6ka3.S	108709331
480956	igf2r	3482	147280	114550	480957	496491	6488218	igf2r.L	108716664	17334931	igf2r.S	
480963	eaf1	85403	608315		480964	780356	865427	eaf1.L	444379	17343033	eaf1.S	108719981
480973	wnt9b.2	7484	602864		480974	100497091	6493987	wnt9b.2.L	100462925	17334346	wnt9b.2.S	
480982	fgf8	2253	600483	612702	480983	493525	865429	fgf8.L	399183	17330198	fgf8.S	108697431
480992	shox2	6474	602504		480993	100101703	17338450	shox2.L		17338451	shox2.S	108718113
480998	hoxc8	3224	142970		480999	448482	17338445	hoxc8.L		865431	hoxc8.S	100158353
481008	rarb	5915	180220	615524	481009	100488600	865432	rarb.L	100049144	17333516	rarb.S	108719957
481017	psmb9	5698	177045	617591	481018	445259	17341658	psmb9.L		865433	psmb9.S	378667
481027	emx2	2018	600035	269160	481028	100038069	865434	emx2.L	444481	17334094	emx2.S	108697317
481037	gjb1	2705	304040	302800	481038	407921	865435	gjb1.L	394373	17342237	gjb1.S	108700063
481046	stat3.1	6774	102582	147060|615952	481047	100498278	865436	stat3.1.L	779100	17332303	stat3.1.S	
481056	dxo	1797	605996		481057	549142	6252096	dxo.L	496313	17340463	dxo.S	
481065	rab11fip5	26056	605536		481066	100036623	865438	rab11fip5.L	431959	17332905	rab11fip5.S	
481074	rorc	6097	602943	616622	481075	100489391	865439	rorc.L	495242	17341041	rorc.S	108700421
481083	arrb2	409	107941		481084	100101741	865440	arrb2.L	444007	17335891	arrb2.S	446401
481093	avpr1b	553	600264		481094	100487856	17343999	avpr1b.L		17344000	avpr1b.S	108709480
481099	ptges2	80142	608152		481100	100038070	865442	ptges2.L	100037123	17344004	ptges2.S	108699960
481105	hdac3	8841	605166		481106	549637	17346498	hdac3.L		6256296	hdac3.S	432017
481115	dtx1	1840	602582		481116	100127181	865444	dtx1.L	398477	17338353	dtx1.S	398613
481124	srsf2	6427	600813		481125	394953	481129	srsf2.L	380435	17345921	srsf2.S	108702828
481134	hes5.1	388585	607348		481135	733463	17337758	hes5.1.L	379151	865445	hes5.1.S	733287
481144	tlr2	7097	603028	246300|114500|607948	481145	100485771	865446	tlr2.L	100049786	17342659	tlr2.S	108706656
481151	fgf22	27006	605831		481152	100233215	17339564	fgf22.L	108713205	17339565	fgf22.S	
481158	ide	3416	146680		481159	100490154	17339571	ide.L	108696126	6486175	ide.S	108697399
481164	prdx1	5052	176763	277400	481165	496551	17330098	prdx1.L	432262	865449	prdx1.S	443911
481174	fibp	9158	608296	617107	481175	100495176	865450	fibp.L	735113	17338965	fibp.S	
481184	foxj3	22887	616035		481185	100126207	6488521	foxj3.L	108696578	17331945	foxj3.S	108697663
481190	csnk1g2	1455	602214		481191	548442	865452	csnk1g2.L	444447	17340705	csnk1g2.S	
481200	tfap2a	7020	107580	113620	481201	395064	6254445	tfap2a.L	394344	865453	tfap2a.S	503683
481209	zbtb12				481210	100038169	865454	zbtb12.L	432168	17335271	zbtb12.S	
481218	ccnd2	894	123833	615938	481219	100038071	6252872	ccnd2.L	373667	865455	ccnd2.S	734882
481227	tab1	10454	602615		481228	549217	865457	tab1.L	398025	17334666	tab1.S	108715765
481237	runx1t1	862	133435		481238	100491944	865458	runx1t1.L	733153	17342772	runx1t1.S	
481246	prkar1b	5575	176911		481247	780384	17334052	prkar1b.L	108701572	17340499	prkar1b.S	108703142
481256	pdp1	54704	605993	608782	481257	779724	6253767	pdp1.L	447514	17334573	pdp1.S	
481265	gpank1	7918	142610		481266	779861	865461	gpank1.L	100036843	17333477	gpank1.S	
481271	met	4233	164860	114550|605074|611015|616705|607278	481272	100485823	865462	met.L	373551	17341623	met.S	108712362
481281	slc9a3r2	9351	606553		481282	100216077	17332873	slc9a3r2.L	108701908	865463	slc9a3r2.S	399076
481291	gnl1	2794	143024		481292	779895	17341010	gnl1.L	108698581	6487638	gnl1.S	108700242
481296	id2	3398	600386		481297	394480	481302	id2.L	398111	17341008	id2.S	447463
481306	smad6	4091	602931	614823|617439	481307	100038072	481311	smad6.L	399369	17331300	smad6.S	100037050
481316	bcl2l1	598	600039		481317	447991	17340108	bcl2l1.L		6251803	bcl2l1.S	398251
481325	e2f5	1875	600967		481326	100151699	6486363	e2f5.L	108719317	17331901	e2f5.S	108695369
481335	isl1	3670	600366		481336	549474	17340675	isl1.L	108695787	865118	isl1.S	100126604
481342	snip1	79753	608241	614501	481343	394485	6255657	snip1.L	446681	865119	snip1.S	446549
481352	frzb	2487	605083	165720	481353	448021	17332603	frzb.L	399085	865117	frzb.S	734982
481362	nfe2l1	4779	163260		481363	100151700	17334404	nfe2l1.L	108700800	865121	nfe2l1.S	379703
481372	flt3	2322	136351	601626|613065	481373	101733150	6489330	flt3.L	108707566	17339537	flt3.S	108709958
481381	foxc2	2303	602402	153200|153400|153300	481382	407875	865122	foxc2.L	735030	6254394	foxc2.S	399191
481390	smurf2	64750	605532		481391	100038194	17334202	smurf2.L		865123	smurf2.S	398372
481400	aqp2	359	107777	125800	481401	548466	17344354	aqp2.L	108707750	865124	aqp2.S	378655
481409	osr1	130497	608891		481410	493408	17344349	osr1.L	100313967	17335723	osr1.S	108718256
481418	gdf1	2657	602880	217095|187500|208530|613854	481419	549573	17335633	gdf1.L	677862	481423	gdf1.S	677862
481425	hand2	9464	602407		481426	100101704	865126	hand2.L	373641	6252408	hand2.S	373833
481435	ghr	2690	600946	262500|143890	481436	100493377	865127	ghr.L	398153	17336257	ghr.S	108707301
481444	mhc2a				481445	100495336	17345541	mhc2a.L		6254658	mhc2a.S	399001
481451	crim1	51232	606189		481452	100488895	6460380	crim1.L	100316916	17336799	crim1.S	
481458	il1r2	7850	147811		481459	548430	17336804	il1r2.L	108708406	17336805	il1r2.S	
481464	kremen1	83999	609898	617392	481465	100144698	17346146	kremen1.L	108717089	865130	kremen1.S	398249
481473	aqp11	282679	609914		481474	100038073	865131	aqp11.L	100037151	17337399	aqp11.S	
481479	tptep2-csnk1e	1454	600863		481480	496553	865132	tptep2-csnk1e.L	399381	17337390	tptep2-csnk1e.S	108715790
481488	pik3c2b	5287	602838		481489		6489086	pik3c2b.L		17341911	pik3c2b.S	
481494	ppard	5467	600409		481495	100038152	17333169	ppard.L		865134	ppard.S	397768
481503	six2	10736	604994		481504	100101784	17340466	six2.L	108716427	865135	six2.S	108717734
481513	aqp9	366	602914		481514	100493943	17332301	aqp9.L	108711363	6489298	aqp9.S	
481522	vezf1	7716	606747		481523	448632	6256471	vezf1.L	779374	481527	vezf1.S	446624
481529	map3k7	6885	602614	157800|617137	481530	100101764	481534	map3k7.L	399459	17339869	map3k7.S	379399
481538	f2	2147	176930	601367|188050|614390|613679	481539	548514	865465	f2.L	443652	17331609	f2.S	446352
481548	dlgap5	9787	617859		481549	407899	17339237	dlgap5.L	735156	865466	dlgap5.S	494809
481558	mmp13l				481559	100490019	17331012	mmp13l.L	397823	481563	mmp13l.S	398056
481568	lmx1a	4009	600298		481569	100492433	17338627	lmx1a.L	108714420	17338628	lmx1a.S	108715681
481577	arrb1	408	107940		481578	100486349	17332610	arrb1.L	108705153	481582	arrb1.S	447732
481587	tnnt1	7138	191041	605355	481588	100493291	17342813	tnnt1.L	108696669	865468	tnnt1.S	444636
481597	brd2	6046	601540		481598	100038037	17334704	brd2.L		865469	brd2.S	394399
481607	fabp1	2168	134650		481608	100144636	865470	fabp1.L	108696295	17336535	fabp1.S	108705800
481614	stmn1	3925	151442		481615	493340	6252151	stmn1.L	397962	481619	stmn1.S	380364
481624	epb41	2035	130500	611804	481625	100038195	865471	epb41.L	397741	17335940	epb41.S	
481633	ptn	5764	162095		481634	100101785	865472	ptn.L	444715	17344052	ptn.S	100505441
481643	dkk1	22943	605189		481644	549037	17337757	dkk1.L	108696072	865473	dkk1.S	373592
481653	tnfsf11	8600	602642	259710	481654	100038074	865474	tnfsf11.L	496322	17340751	tnfsf11.S	733333
481662	aqp12a	375318	609789		481663	100485225	17337111	aqp12a.L		865475	aqp12a.S	494822
481669	ell2	22936	601874		481670	100038075	17337108	ell2.L	108717364	865476	ell2.S	447018
481679	tap2	6891	170261	604571	481680	100489020	481684	tap2.L	443560	17345262	tap2.S	
481688	sap18	10284	602949		481689	548920	17338955	sap18.L	108708722	865477	sap18.S	734321
481698	six4	51804	606342		481699	100498150	17330091	six4.L	108698825	6486019	six4.S	108699752
481707	ptgds	5730	176803		481708	779694	6252316	ptgds.L	397884	865479	ptgds.S	444723
481717	socs4	122809	616337		481718	549828	6487853	socs4.L	108698764	17330267	socs4.S	108699788
481724	a2m	2	103950	104300|614036	481725	619586	17333199	a2m.L	108695707	6252734	a2m.S	100158443
481733	dbx2				481734	100489622	6486281	dbx2.L	100653511	17341943	dbx2.S	
481740	e2f1	1869	189971		481741	100493924	865484	e2f1.L	100036852	17335768	e2f1.S	108702783
481749	angptl4	51129	605910	615881	481750	100492339	6487565	angptl4.L	108712679	17333796	angptl4.S	108706856
481755	il1b	3553	147720	137215	481756	100487038	17342546	il1b.L	108711577	865486	il1b.S	373606
481765	tle4	7091	605132		481766	100101787	17334468	tle4.L		481770	tle4.S	399397
481774	il5ra	3568	147851		481775	100144707	6253595	il5ra.L	447644	17343168	il5ra.S	108715845
481783	gdf5	8200	601146	165720|201250|112600|113100|200700|228900|610017|185800|615072|612400|615298	481784	100189547	481788	gdf5.L	446295	17335085	gdf5.S	108702362
481793	zfpm2	23414	603693	610187|187500|616067	481794	100495723	17331793	zfpm2.L	108719377	17331794	zfpm2.S	108719751
481799	elavl1	1994	603466		481800	448062	6254178	elavl1.L	399292	865489	elavl1.S	495680
481809	gli2	2736	165230	610829|615849	481810	100498653	17342592	gli2.L	397838	6251939	gli2.S	398107
481819	lrp6	4040	603507	610947|616724	481820	100489328	6252411	lrp6.L	373826	865490	lrp6.S	378494
481828	bmp2	650	112261	112600|235200|617877	481829	548717	6252323	bmp2.L	397873	481833	bmp2.S	378780
481838	darmin				481839	394903	481843	darmin.L	398689	17334475	darmin.S	
481848	tnxb	7148	600985	606408|130020|615963	481849	100489649	6486823	tnxb.L	108698936	17341439	tnxb.S	108700569
481854	il7r	3575	146661	600802|126200|608971	481855		17332690	il7r.L		6488975	il7r.S	
481860	fzd1	8321	603408		481861	100145232	865493	fzd1.L	373817	17342011	fzd1.S	
481870	tln2	83660	607349		481871	100144637	17333276	tln2.L		6486378	tln2.S	100037170
481879	fgf20	26281	605558	168600|615721	481880	100233218	1188183	fgf20.L	399105	17333270	fgf20.S	108706603
481888	sox13	9580	604748		481889	549758	17340252	sox13.L		865496	sox13.S	397727
481897	amn	81693	605799	261100	481898	100485586	865497	amn.L	444498	17331456	amn.S	
481906	osr2	116039	611297		481907	100038196	864802	osr2.L	779263	6254720	osr2.S	734939
481915	psen1	5663	104311	607822|600274|172700|613737|613694	481916	394924	481920	psen1.L	399258	17330486	psen1.S	108699733
481925	aqp8	343	603750		481926	100135726	17338139	aqp8.L	108702061	17338140	aqp8.S	
481935	wnt7b	7477	601967		481936	100145124	864808	wnt7b.L	399364	17346851	wnt7b.S	
481944	prkci	5584	600539		481945	503517	864810	prkci.L	399287	17339961	prkci.S	108705375
481954	gadd45g	10912	604949		481955	448442	864811	gadd45g.L	399196	17331725	gadd45g.S	379285
481963	hoxa6	3203	142951		481964	100485428	17339339	hoxa6.L		17339340	hoxa6.S	
481972	hoxa9	3205	142956		481973		17331109	hoxa9.L	108718902	864813	hoxa9.S	100037070
481981	zic1	7545	600470	616602	481982	100038076	17336404	zic1.L	108717075	864815	zic1.S	399124
481991	smad3	4088	603109	613795	481992	493272	864816	smad3.L	378633	17345125	smad3.S	108712801
482001	rbbp4	5928	602923		482002	496866	482006	rbbp4.L	399131	6255728	rbbp4.S	432269
482010	rab5a	5868	179512		482011	493430	482015	rab5a.L	380227	17343903	rab5a.S	108719951
482020	runx2	860	600211	119600|156510	482021	100189546	864817	runx2.L	100037059	17334588	runx2.S	
482029	mfrp	83552	606227	609549|611040	22063138	105947788	17334595	mfrp.L	108696430	17334596	mfrp.S	
482035	srf	6722	600589		482036	100497353	864819	srf.L	394277	17343286	srf.S	108717640
482045	tbl1xr1	79718	608628	602342|616944	482046	550028	6255786	tbl1xr1.L	398608	864821	tbl1xr1.S	779369
482054	dlc1	10395	604258	114500	482055	100488460	17342699	dlc1.L		6251782	dlc1.S	431800
482063	dapp1	27071	605768		482064	548440	17333388	dapp1.L	108710840	17333389	dapp1.S	108706740
482069	sia2				482070	100489935	17333384	sia2.L		864825	sia2.S	373692
482076	szl				482077	733750	482081	szl.L	398164	17342129	szl.S	398029
482084	slc4a11	83959	610206	217700|217400|185020|613268	482085	100486382	6007999	slc4a11.L	100381166	17332787	slc4a11.S	108704114
482090	myl2	4633	160781	608758	482091	100135705	17341544	myl2.L	108697104	864827	myl2.S	447131
482100	spry2	10253	602466	616818	482101	449471	17333940	spry2.L	398232	864828	spry2.S	398313
482110	pkd2	5311	173910	613095	482111	100038156	17342095	pkd2.L	108711015	17342096	pkd2.S	
482117	il4r	3566	147781	609423|147050	482118	101732450	17342090	il4r.L		17342091	il4r.S	
482122	angptl1	9068	603874		482123	100170184	17334575	angptl1.L	108714352	6487354	angptl1.S	108715631
482132	ptgs2	5743	600262		482133	595089	17342673	ptgs2.L	108714508	482137	ptgs2.S	446781
482142	hmgn3	9324	604502		482143	549130	6251799	hmgn3.L	398265	482147	hmgn3.S	379409
482150	map2k4	6416	601335		482151	100135013	482155	map2k4.L	399471	6251566	map2k4.S	431908
482159	ly6g6c	80740	610435		482160	100038197	6485874	ly6g6c.L	108698569	17343262	ly6g6c.S	
482165	stat1	6772	600555	209950|614892|614162|613796	482166	780397	864837	stat1.L	398324	17335743	stat1.S	108703082
482175	csf3r	1441	138971	162830|617014	482176	100498116	482180	csf3r.L	446770	17343859	csf3r.S	
482184	tubb	203068	191130	615771|156610	482185	448742	864839	tubb.L	380418	17336360	tubb.S	
482192	esr1	2099	133430	157300|608446|114480|615363	482193	394461	864840	esr1.L	398734	6255445	esr1.S	398733
482202	tnfrsf11a	8792	603499	174810|602080|259500|612301	482203	100101765	17344270	tnfrsf11a.L		17344271	tnfrsf11a.S	
482208	rpl8	6132	604177		482209	394521	17344265	rpl8.L	108708191	482213	rpl8.S	380157
482218	nkx2-2	4821	604612		482219	100038077	17336182	nkx2-2.L	108716603	864842	nkx2-2.S	373624
482227	jun	3725	165160		482228	100493911	864843	jun.L	399400	17344878	jun.S	379050
482237	pax9	5083	167416	106600|604625	482238	100485934	864845	pax9.L	100381067	17336733	pax9.S	
482247	rcor2	283248	616019		482248	100038078	6251773	rcor2.L	431821	17338093	rcor2.S	
482256	gadd45a	1647	126335		482257	548905	17337312	gadd45a.L	108714209	864848	gadd45a.S	379224
482266	hoxa3	3200	142954		482267	100151729	17341674	hoxa3.L	108718894	864849	hoxa3.S	379985
