Gene Symbol	Human Entrez ID
lrig1	26018
grin1	2902
u2surp	23350
clcf1	23529
rgl2	5863
ring1	6015
psmg1	8624
snrpa	6626
rab25	57111
serbp1	26135
mrc1	4360
rsu1	6251
rab5c	5878
adrb2	
ablim3	22885
kptn	11133
rasgrp4	115727
actn4	81
ncoa1	8648
inhbc.1	3626
ilf3	3609
sall2	6297
zbtb8a.1	
slc30a2	7780
svil	6840
rab33a	9363
asah1	427
rbm4b	
sipa1l3	23094
gtf2b	2959
stk10	6793
tpi1	7167
ripk4	54101
rax2	84839
rbm23	
cited1	4435
trit1	54802
lrp4	4038
mcat	27349
alg2	85365
ifnar2.1	3455
ralb	5899
fbn2	2201
dbnl	28988
slc35b3	51000
mid1	4281
mdfic	29969
stac	6769
lgals8	3964
prkdc	5591
rbms2	5939
klhl2	11275
flnb	2317
dnah12	201625
clcn2	1181
scarb1	949
sesn3	143686
drosha	29102
rassf1	11186
gab2	9846
prkcz	5590
ppargc1a	10891
sh3pxd2a	
phactr2	9749
mecp2	4204
lmx1b.1	4010
hsp90b1	7184
rab3c	115827
pacsin1	29993
prlr	5618
macf1	23499
pelp1	27043
smarca5	8467
fscn2	25794
sgce	8910
ltb	4050
ranbp9	10048
shc1	6464
ipo8	10526
sh2b2	10603
smarcd3	6604
rhot1	55288
rab6a	5870
rab20	
syngr1	9145
des.1	1674
ipo11	51194
rac2	5880
sdc1	6382
rasd2	23551
bap1	8314
rbm5	10181
lhx8	431707
sugp1	57794
hnrnpdl	9987
rab15	
cited2	10370
tlx3	30012
sumf1	285362
ndufv1	4723
ranbp3	8498
yes1	7525
snrpc	6631
s100pbp	64766
tdgf1.1	
fus	2521
rab19	
id3	3399
sfrpx	
hsp90aa1.1	3320
hsp90ab1	3326
pnpla8	50640
ptprf	5792
sox17b.2	
bambi	25805
pot1	25913
tep1	7011
flrt2	23768
flrt1	23769
rnd3	390
cck	885
clock	9575
arntl	406
per1	5187
dmrt1	1761
barx2	8538
arhgap33	115703
muc4	4585
rnf11	26994
gbx2.2	2637
nell2	4753
ppm1a	5494
amelx	265
suv39h2	79723
tgfa	7039
cers2	29956
cers5	91012
gyg1	2992
etv3	2117
kmt5b	51111
sftpc	6440
ndp	4693
upk2	7379
celsr3	1951
adnp	23394
meox2	4223
vwc2	375567
dmd.2	1756
tshz3	57616
rnf19a	25897
dcc	1630
dlx2	1746
tusc3	7991
mmp20	9313
evx2	344191
chn2	1124
tob1	10140
erf	2077
msx2	4488
fbxw4	6468
nkx2-3	159296
alx4	60529
grip1	23426
tgif1	7050
elk3	2004
dlx5	1749
cux1	1523
aurka	6790
alx1	8092
en2	2020
tm4sf1	4071
pknox2	63876
pou4f1	5457
tmem150a	129303
sebox	645832
vsx1	30813
dlx6	1750
aplp1	333
apoe	348
atp5mc3	518
churc1	91612
prdm1	639
cp	1356
nipbl	25836
egr2	1959
upk3a	7380
elf2	
upk3b	105375355
sp1	6667
pou3f1	5453
erbb3	2065
setdb1	9869
cebpa	1050
egr1	1958
cebpe	1053
zfyve9	9372
phtf1	10745
celsr1	9620
mfge8	4240
pcdh12	51294
psd4	23550
usp39	10713
prom2	150696
zhx3	23051
elf3	1999
mkx	283078
baz1b	9031
sftpd	6441
edil3	10085
fev	54738
cebpd	1052
vps13b	157680
spag1	6674
ankrd46	
pou2f3	25833
pou4f3	5459
foxj1	2302
barhl1	56751
slc24a5	283652
hoxc12	3228
pou6f2	11281
slc17a5	26503
elf5	2001
ehf	26298
cpb1	1360
cpa3	1359
zfhx3	463
ctbp2	1488
hdx	139324
satl1	
kank3	256949
vsx2	338917
ambn	258
prom1	8842
ecsit	51295
nop53	29997
kmt2b	9757
phox2a	401
fstl1	11167
tuft1	7286
cebpz	10153
inha	3623
etv6	2120
ptpn22	26191
kcnh7	90134
ocln	100506658
cftr	1080
nkx2-8	26257
pou2f1	5451
myef2	
hps3	84343
celf1	10658
grip2	
kirrel2	84063
foxm1	2305
pou1f1	5449
satb1	6304
pdlim5	10611
cers6	253782
rnf111	54778
klf15	28999
wnt11	7481
polr2k	5440
cyria	
ovol2	58495
tmeff2	23671
chrnb2	1141
kcnn3	3782
adar	103
slc4a5	57835
pkhd1	5314
anxa4	307
cd247	919
dyrk2	8445
dynll1	8655
dynll2	140735
dnah5	1767
dync1h1	1778
dnali1	7802
dnah3	55567
hps6	79803
tfb2m	64216
cabp1	9478
znf277	11179
tmem115	11070
psenen	55851
rnf10	9921
ttyh2	94015
dnai2	64446
nprl2	10641
fam126b	
alpi.1	248
kif5b	3799
tpt1	7178
klf10	7071
pou2af1	5450
prdm5	11107
numb	8650
cyyr1	116159
rtn4ip1	84816
hdhd5	
fam126a	84668
dnal4	10126
cyb561d2	11068
psen2	5664
mapkapk3	7867
pou4f2	5458
prdm6	93166
palld	23022
pou6f1	5463
tbcel	219899
hemk1	
cacna2d2	9254
gfra4	
alpi.2	248
nkx1-2	
smyd3	64754
btg2	7832
eif4e	1977
arnt	405
tcf7	6932
zdhhc21	340481
faxdc2	
ifngr2.2	3460
gsx1	219409
ccn2	1490
cyp26a1	1592
ppid	5481
mn1	4330
appl2	55198
ca14	23632
osbpl2	9885
il6st	3572
kif24	347240
gtf2f2	2963
papln	89932
il28b.1	282617
slc5a1.1	6523
slc6a14.2	11254
mstn.2	2660
umod.3	7369
umod.2	7369
slc26a3.1	1811
kmt2d	8085
kremen2	79412
ahctf1	25909
gbx2.1	2637
paip1	10605
appl1	26060
macroh2a1	9555
tanc2	26115
extl3	2137
cog3	83548
ifnar2.2	3455
ppil2	23759
cyp2d6	1565
dock3	1795
klc1	3831
grb7	2886
cox6a1	1337
acads	35
h2axl	3014
bmp7.2	655
ppib	5479
h3c14	126961
cby1	25776
pfdn4	5203
kdm5b	10765
pin1	5300
dazap1	26528
prkar1a	5573
plxdc1	57125
plxnb3	5365
plxna4	91584
plxnb2	23654
sema4c	54910
plxdc2	84898
plxnd1	23129
plxna2	5362
plxna3	55558
dazap2	9802
plxnc1	10154
sema4g	
plxnb1	5364
ctcf	10664
arl8a	127829
wnt9b	7484
sipa1l1	26037
slc12a3	6559
fos	2353
mark3	4140
pde7b	27115
ext1	2131
ext2	2132
myb	4602
mxd3	83463
tle1	7088
tle5	166
tspan14	
camk2d	817
tspan5	10098
tspan16	26526
eif6	3692
camk2a	815
tspan1	10103
nanos1	340719
tspan18	
camk2b	816
nanos2	339345
rgmb	285704
tspan6	7105
plag1	5324
cdh17	1015
llgl1	3996
dgkq	1609
llgl2	
nanos3	342977
diaph3	81624
tspan3	10099
camk2g	818
cd53	963
tbpl2	387332
dmrt2	10655
tdgf1.2	
krt61	
mnat1	4331
hspb6	126393
neurog3	50674
krt59	
mmp9.1	4318
tmem14c	51522
ppp1r3c.2	5507
ccn5	8839
rgma	56963
id4	3400
tmeff1	8577
irak2	3656
zranb1	54764
irf6	3664
fstl3	10272
perp	64065
mark2	2011
hes7.1	84667
ilf2	3608
myo18b	84700
tgif2	60436
vn2r1p	
rapgef5	9771
ikzf1	10320
hes5.10	390992
nfatc4	4776
prkcg	5582
nif	
foxd4l1.2	200350
krt78.7	196374
gja1	2697
dach2	117154
tle2	7089
hes5.2	388585
emx1l	2016
10a1.3	
prlh	51052
col11a2p1	
soho1	
cyp21a2.2	1589
krt8.2	3856
tgfbr2l	7048
il18	3606
smad6.2	4091
frzb2	
luc7l2	51631
dlx4	1748
pou2f2	5452
nfatc1	4772
hnrnph3	3189
fstl4	
ilrun	64771
rasl11a	387496
10a1.4	
tfap2e	339488
nkx3-2	579
per3	8863
dlx1	1745
kank1	23189
krt7	3855
krt78.8	196374
krt8.1	3856
gpr135	64582
cacna1d	776
gpr162	
tbc1d25	4943
adap2	55803
mpz	4359
gal.1	51083
scamp3	10067
tafa4	151647
dlgap1	9229
txlnb	167838
otop1	133060
wnk1	65125
lrrn4	
serpinf2	5345
pnoc	5368
atoh8	
adra2a	150
spdya	245711
naa30	122830
ube2o	63893
gjb5	2709
u2af1	7307
tmie	259236
rnf128	79589
XB877069 [provisional]	
tva2.3	
erbb4	2066
tet3	200424
slk	9748
cavin4	347273
mospd1	56180
rccd1	91433
or13f1	
otud1	220213
bhlha15	168620
kiaa0825	285600
skor1	390598
cul9	23113
lnx2	222484
ntsr1	4923
mtif3	
itpr2	3709
dcp1b	196513
itih6	
odad3	115948
dkk3	27122
lrrc23	
stra8	346673
tmigd1	
aftph	
sp6	80320
c16orf91	
ppm1e	
lrch3	
chd7	55636
XB877238 [provisional:gdpd5]	
fastkd2	22868
nkrf	55922
XB877260 [provisional]	
thumpd3	
c10orf88	
trmt10c	54931
aspm	259266
arhgef10	9639
endod1	
ocel1	
trim59	286827
b3gnt6	192134
pla2g1b	5319
dnajc30	
epb41l1	2036
zbtb41	
sugt1	10910
cnbp	7555
skp2	6502
skp1	6500
elf5l	
krt78.2	196374
ventx2.1	
ventx3.1	
b3galt4	8705
rps5	6193
levi	
acod1lb	
foxj1.2	2302
cd3e	916
cebpg	1054
ipo7	10527
olig3	167826
grhl3	57822
pdik1l	149420
ctnnd1	1500
pou5f3.2	
cxcl12	6387
intu	27152
slc26a6	65010
mnx1	3110
rere	473
barx1	56033
scaf8	22828
raver2	55225
rbm28	55131
celsr2	1952
des.2	1674
ovol3	728361
sycp2l	221711
bloc1s5	63915
copg1	22820
wdr19	57728
eg435916.1	
srsf7	6432
lmx1b.2	4010
syncrip	10492
baiap2l2	80115
nefh	4744
phf19	26147
dnah1	25981
hoxd8	3234
krt78.6	196374
XB920140 [provisional:vmn2r26]	
emx1	2016
tpo	7173
siglec15	284266
rif1	55183
ccbe1	147372
XB920176 [provisional]	
rgd1566381	
vwce	220001
atxn2	6311
uncx	
scaf4	57466
ccnb3	85417
nell1	4745
fgf23.1	8074
prokr1	10887
actn3	89
armc5	79798
tirap	114609
krt51	
fat1	2195
vim.2	7431
eg435916.2	
eg243628	
rgd1561712	
mbd1	4152
hbox10	
rnf112	7732
XB920343 [provisional:vmn2r26]	
gbx1	2636
dhcr7	1717
nodal5.2	
10a1.5	
stau1	6780
pla2g6	8398
krt62	
hsp90aa1.2	3320
fam53a	152877
ventx1.1	
ventx2.2	
rhof	
cdk17	5128
sh3bp5l	
rnpc3	55599
lrrk1	79705
rab2b	84932
lmnb3	
fam110d	
fuz	80199
cetn4	
pou3f3	5455
fn3krp	79672
sacm1l	22908
lmna	4000
insr	3643
cplx4	339302
shox	6473
shox	6473
rasa3	22821
itpr1	3708
uhrf1bp1	
capn8.1	
ttll1	25809
10a1.2	
mespa	
syf2	25949
men1	4221
ventx1.2	
ccng2	901
usp42	
map3k10	4294
usp31	
usp34	9736
porcn	64840
msra.2	4482
fjx1	24147
jam3	83700
cd274	29126
scnm1	79005
pzp	5858
lrp3	4037
nudt21	11051
aph1a	51107
pdgfrl	5157
sez6l2	26470
bcam	4059
cks1b	1163
ptprq	374462
acan	176
bcl9l	283149
scn4b	6330
ccnb1	891
cd276	80381
dmtf1	9988
trex2	11219
sema3b	7869
amt	275
amigo3	386724
ip6k1	9807
unc5c	8633
gnao1	2775
mep1a	4224
mxra8	54587
dscam	1826
b3gat2	135152
dock11	139818
galr2	8811
slc2a3	6515
mdga1	266727
scn2b	6327
arhgap10	79658
aipl1	23746
abhd4	
gusb	2990
tnfrsf12a	51330
vwf	7450
rps25	6230
hyou1	10525
cdk5r2	8941
apeh	327
bbs2	583
lingo1	84894
naxe	128240
sds	10993
sf3b3	23450
ccnc	892
pim3	415116
trappc4	51399
ccdc103	388389
ccng1	900
cks2	1164
agtr2	186
sema4b	10509
polr2i	5438
amigo1	57463
tyro3	7301
nicn1	84276
adgra3	166647
gpatch4	
rbm19	9904
sdsl	
tie1	7075
ddx6	1656
slc37a4	2542
ube4a	9354
adgra2	25960
trem2	54209
lingo2	158038
ccnb1ip1	57820
kirrel3	84623
vcan	1462
hapln4	
traip	10293
kcnma1	3778
cetp	1071
herpud1	9709
npy2rl	4887
ldb3	11155
ccna1	8900
igdcc3	9543
clip4	
rorb.2	6096
mmp23b	8510
axl	558
crlf1	9244
prtg	283659
b2m	567
doc2a	8448
cxadr	1525
cd79a	973
clk2	1196
trio	7204
vps11	55823
dscaml1	57453
tpp2	7174
ccnh	902
neo1	4756
myom2	9172
ccndbp1	23582
psmd11	5717
als2	57679
gpx1	2876
gmppb	29925
cilp	8483
atg4a	115201
ptpru	10076
cyfip2	26999
med7	9443
pls3	5358
mettl3	56339
dad1	1603
cdon	50937
cd74	972
dpf1	8193
yif1b	
lrig2	9860
cdh22	64405
kmt2a	4297
unc5d	137970
ntrk2	4915
sema3e	9723
wfikkn2	124857
nfasc	23114
hjv	148738
ubqln4	56893
ntrk1	4914
musk	4593
ccna2	890
gas2	2620
ccne2	9134
atp5mg	10632
ppt1	5538
amfr	267
elac2	60528
il1rapl2	26280
rnf123	63891
klhl13	90293
ache	43
ncam1	4684
ap2a1	160
mybpc2	4606
ogfod1	55239
pou5f3.1	
gprc5cl2	55890
nme2	4831
wfikkn1	117166
ash2l	9070
cenatac	
lrit2	
mylkl	4638
pxdn	7837
usp36	57602
myom1	8736
ddx27	55661
adamtsl3	57188
sae1	10055
mxra5	25878
gpr25	2848
lrfn3	79414
cntfr	1271
boc	91653
unc5a	90249
lrrc24	
tbc1d8b	
lrfn5	145581
svip	
ptgfrn	5738
spaca5	389852
vps13d	55187
abhd5	51099
otx1	5013
scx	642658
c2orf49	
tcp1	6950
ackr3	57007
shisa3	152573
ptpn13	5783
ubr5	51366
svop	55530
shisa2	387914
uba52	7311
klf17	128209
cep85	
c17orf75	
ankrd60	
fam131a	
gpr39	2863
fam189b	
cdc42ep1	11135
cdh16	1014
hgfac	3083
glp1r	2740
tmco4	
iffo1	25900
prickle3	4007
tbc1d10b	26000
b3gntl1	146712
pla2g7	7941
slc18a2	6571
stk33	65975
zdhhc23	254887
mtres1	
XB940087 [provisional]	
tnfrsf11b	4982
vstm5	
zc2hc1c	
XB940101 [provisional:tnik]	
rps13	6207
crebl2	1389
mtcp1	4515
fmn1	342184
hcn4	10021
sned1	25992
znf770	
gen1	348654
ppp1r37	
ccdc125	202243
asic4	55515
kcnv2	169522
mlxipl	51085
slc10a4	
fas	355
xkr8	
gas2l1	10634
mettl21e	
gsg1	
gsap	54103
f2rl3	9002
pgpep1l	
dusp13	51207
xcr1	2829
fbxl22	283807
lysmd2	
morn4	118812
dnlz	
pop5	51367
smim8	
lyl1	4066
sema3fl	6405
taf3	83860
zfpm1	161882
uaca	55075
ppp2r2d	55844
trmt1l	81627
mphosph10	10199
slc34a3	142680
asxl1	171023
ogfrl1	
eloa	6924
XB940377 [provisional]	
XB940382 [provisional]	
ccnol.8	
ccnol.9	
XB940394 [provisional]	
ccnol.11	
XB940402 [provisional]	
ccnol.13	
ccnol.3	
XB940412 [provisional]	
or10a5	144124
nrn1l	
hspb2	3316
camsap1	157922
ttyh1	57348
nt5dc3	51559
hnrnpul1	11100
ctsc	1075
med19	219541
arl6	84100
borcs5	118426
XB940515 (prov. tnfsf8)	
XB940519 [provisional:pak2]	
shbg	6462
nifk	84365
hspb7	27129
ankrd39	
elof1	
atg7	10533
ptcd1	26024
lrp10	26020
capn11	11131
etnk1	55500
tmem74b	
magi1	9223
evc2	132884
usp43	
trerf1	55809
usp54	
dlg2	1740
nmur1	10316
ccdc73	493860
chrm3	1131
mlnr	2862
steap1	26872
chst5	23563
eda2r	60401
tmem74	157753
luzp2	338645
n4bp2l2	10443
zbtb17	7709
c1qtnf2	
fam219b	
cldn10	9071
sco2	9997
tmem186	
reep1	65055
prkra	8575
top2b	7155
scarf2	91179
antxr2	118429
ankmy2	
enosf1	55556
txlng	55787
tmprss13	84000
tmprss4	56649
agpat2	10555
fer1l4	
r3hcc1l	
mfap3l	9848
tnfsf10	8743
sgo1	151648
gpr150	
qpctl	
gpr4	2828
tmem68	
mesd	23184
snrnp35	
pla2g10	8399
rtp3	83597
c11orf1	
knop1	
artn	9048
slc5a9	
bend5	
faf1	11124
gpx7	2882
asnsd1	
sccpdh	
srd5a2	6716
phf10	55274
c1orf131	
strn	6801
mynn	55892
sec62	7095
mrpl47	57129
gpbp1l1	
st3gal3	6487
lrrc19	
plpp3	8613
atg4c	84938
ssx2ip	117178
znhit6	
tmem208	
ndrg3	57446
ccdc113	29070
vps35	55737
srfbp1	153443
tnfaip8	25816
commd10	51397
lamp5	24141
asb12.2	142689
zc4h2	55906
c1galt1c1	29071
tmem255a	
ube2h	7328
copg2	26958
ydjc	
snap29	9342
gucd1	
ccz1b	
cyth3	9265
fam220a	84792
kdelr1	10945
ldaf1	57146
col18a1	80781
dusp19	142679
hps4	89781
pxn	5829
st7l	54879
rhoc	389
ppm1j	333926
csrp1	1465
coq7	10229
ttyh3	80727
khdrbs3	10656
arpin	348110
pkdcc.2	91461
ube2e1	7324
rnps1	10921
plk1	5347
vasn	114990
naa60	79903
csrnp1	64651
aoc3	8639
vat1	10493
tmed4	222068
ddx56	54606
f9	2158
opa3	80207
rtn2	6253
sympk	8189
mgat1	4245
mgmt	4255
XB941699 [provisional]	
tpmt	7172
dek	7913
atp6v1b2	526
pdlim2	64236
pebp4	157310
tnfrsf10b	8795
tspan7	7102
gemin2	8487
ap4s1	11154
scfd1	
cdin1	84529
rpn2	6185
aar2	25980
map1lc3a	84557
chmp4b	128866
ergic3	51614
edem2	55741
fxyd6	53826
apoa4	337
apoa5	116519
zpr1	8882
btg4	54766
aagab	79719
mthfd2	10797
srpk1	6732
optc	26254
bysl	705
nfya	4800
ahcyl1	10768
ggnbp2	79893
ube2t	29089
rbbp5	5929
hmgcs1	3157
mgll	11343
gnai1	2770
tmem60	
ptpn12	5782
sypl1	6856
abi1	10006
prtfdc1	56952
spag6	9576
bmi1	648
commd3	23412
atp9a	10079
spata7	55812
nmd3	51068
tbr1	10716
hpgd	3248
sap30	8819
anxa10	11199
rnf7	9616
rbp1	5947
snorc	
erfe	151176
trmt10a	93587
lamtor3	8649
hdlbp	3069
snx10	29887
npy	4852
mplkip	136647
clptm1l	81037
fam172a	
riok2	55781
macir	90355
zar1	326340
commd8	54951
lias	11019
trim2	23321
fkbp6	8468
asmt	438
asmt	438
gfpt2	9945
stard15	
tspan31	6302
cyp27b1	1594
haus2	55142
snap23	8773
jkamp	51528
cbx7	23492
uck2	7371
tmco1	54499
kifap3	22920
gpm6b	2824
tceanc	
tab3	257397
aldh3a2	224
dnajc11	55735
tmem178a	
fbxl12	54850
mat1a	4143
catip	
slc51a	200931
caprin1	4076
lypla1	10434
sdr16c5	195814
penk	5179
rgs4	5999
selenof	9403
cwc27	10283
elovl7	79993
ncf4	4689
pvalb	5816
eif3d	8664
emc3	
elovl6	79071
myoz2	51778
rwdd4	
irf2	3660
pdlim3	27295
rasal1	8437
osgep	55644
rph3al	9501
prr11	55771
irf1	3659
bcl2	
gmds	2762
necab1	
nbn	4683
poli	11201
me2	4200
arv1	64801
ptp4a3	11156
hs1bp3	64342
ptges3	10728
atp5f1b	506
pym1	
pa2g4	5036
rnf41	
cs	1431
cnpy2	10330
idh3a	3419
ireb2	3658
sec11a	
etfa	2108
dus3l	
cdk14	5218
rpp38	10557
gorasp2	26003
tmem222	
taf12	6883
sgcb	6443
chic2	26511
sertad4	
ppp2r5a	5525
serhl2	
txn2	25828
arl2bp	23568
mrps27	23107
fcho2	115548
lrrc1	55227
snx12	29934
p2ry4	5030
cfap300	85016
kars1	3735
cotl1	23406
fam3c	10447
aass	10157
isca1	81689
fbp2	8789
kdelr2	11014
hmbs.2	3145
fam3d	131177
kctd6	
tamalin	160622
prkag2	51422
spats2	65244
gjd4	219770
acot9	23597
mettl27	155368
ccdc92	
optn	10133
phyh	5264
prelid2	
bri3bp	140707
tnfaip1	7126
mxd1	4084
fam136a	84908
nudt4	11163
ube2n	7334
mrpl42	28977
slc39a9	
psma6	5687
snx6	58533
slc25a21	89874
ensa	2029
tor1a	1861
sh3glb2	56904
syp	6855
gpkow	27238
cfap95	
arhgdib	397
camkv	79012
csrp2	1466
nfe2l2	4780
mtx2	10651
xrcc4	7518
tmem167a	
gngt2	2793
racgap1	29127
ndst2	8509
fam241b	
csde1	7812
adora1	134
tmem183a	
blzf1	8548
gpi	2821
kctd15	79047
pepd	5184
vkorc1l1	154807
hbs1l	10767
fh	2271
adss2	159
rnaset2	8635
ggps1	9453
cops3	8533
clta	1211
map2k6	5608
cxcl14	9547
sar1b	51128
sar1a	56681
ddit4	54541
dnajb12	54788
oit3	170392
marchf8	220972
fkbp1b	2281
zdhhc7	55625
rplp2	6181
papola	10914
rnmt	8731
fam210a	125228
afg3l2	10939
banp	54971
ggh	8836
gfi1b	8328
pomt1	10585
adprs	54936
sec13	6396
rundc3b	154661
trappc12	51112
gatd3	8209
gna11	2767
tmod2	29767
tmod3	29766
rnf24	11237
reep5	7905
lyrm4	57128
fars2	10667
atp5f1a	498
c18orf32	
abi2	10152
nars2	79731
aamdc	
prss23	
spsb1	80176
dut	1854
dtwd1	
mrpl53	116540
pcbp3	54039
tdrd7	23424
ugcg	7357
susd1	
snx30	
dpysl3	1809
nsg2	51617
lhfpl6	10186
cog6	57511
hpgds	27306
calhm2	51063
rpp21	79897
cdc25c	995
tmed9	
hk1	3098
vps26a	9559
acyp2	98
qsox1	5768
atp4b	496
rp9	6100
rnf222	
poc1b	282809
tram1	23471
rdh10	157506
eloc	6921
pcca	5095
eif2a	83939
pfn2	5217
creb1	1385
serpinf1	5176
smyd4	
rpa1	6117
pdss2	57107
foxo3	2309
entpd1	953
gna14	9630
katnbl1	79768
emc7	
fuca2	2519
stxbp1	6812
sytl2	54843
myoz3	91977
tnip1	10318
pea15	8682
cdc42se1	
bnipl	149428
spon2	10417
hsd17b12	51144
cd82	3732
nmnat2	23057
arid3a	1820
cavin2	8436
cst7	8530
ppp4r1	9989
anxa2	302
dpf2	5977
fez1	9638
pde6g	5148
edar	10913
adam10	102
cpped1	55313
anapc7	51434
wdr12	55759
mrpl3	11222
kiaa1143	
mturn	
lyg2	254773
mrpl30	51263
mvb12b	
lsm4	25804
cyp39a1	51302
rcan2	10231
clic4	25932
cryl1	51084
colec10	10584
vps26b	112936
vill	
cplx2	10814
arl10	
hspb8	26353
ccni	
atl1	51062
sav1	60485
cenpn	55839
chchd6	84303
iglon5	
chst13	166012
nt5dc1	
clec3b	7123
zdhhc3	51304
cul1	8454
ropn1l	83853
dipk2a	205428
gnptg	84572
supt7l	9913
rwdd2a	
polr3gl	84265
rnaseh2a	10535
prdx2	7001
junb	3726
ndufs8	4728
nosip	51070
prrg2	5639
marchf2	51257
coq6	51004
fgfbp1	9982
cd38	952
tatdn1	
hla-drb1	3123
cry1	1407
sh3bgr	6450
nipal3	
psmb7	5695
psmd10	5716
brf1	2972
rab4b	53916
arrdc2	
psmb2	5690
coq8a	56997
atad3a	55210
sptlc2	9517
snx22	
cpeb1	64506
ywhaq	10971
prkaa1	5562
tollip	54472
cd81	975
rspo2	340419
eif3e	3646
pudp	8226
sft2d1	
reps1	85021
trdmt1	1787
ngdn	25983
dcaf11	80344
nmt1	4836
dnajc7	7266
marchf5	54708
blnk	29760
ppp2r2b	5521
farsa	2193
iscu	23479
prrg3	79057
lrpap1	4043
lpcat2	54947
ubxn8	7993
lysmd4	
mrpl28	10573
dhrs7b	25979
tgds	23483
kpna6	23633
rela	5970
usp25	29761
cbr1.1	873
dnajc8	
nkain1	79570
myl3	4634
dffa	1676
exosc10	5394
epdr1	
usp7	7874
hif1a	3091
cited4	163732
dnaaf11	23639
vsir	64115
gabarapl1	23710
paox	196743
itgb1	3688
epn3	55040
alg5	29880
tmx3	54495
c15orf40	
cyb5r1	51706
mdm4	4194
gipc2	
tada2a	6871
ap1m2	10053
degs1	8560
tmem30cp	644444
nit2	56954
gnl2	29889
cdca8	55143
phlda1	22822
isoc2	79763
prmt3	10196
htatip2	10553
ndufs5	4725
timm44	10469
anapc10	10393
snx5	27131
hdgfl3	50810
hpcal1	3241
rrm2.1	6241
mrpl10	124995
anks1b	56899
macrod1	28992
mier3	
napsa	9476
ppp1r17	10842
aip	9049
pgk1	5230
papss1	9061
mad2l1	4085
akr1d1	6718
mrps5	64969
gmfg	9535
capn5	726
pgap3	93210
fam118b	79607
atl2	64225
kat14	57325
zdhhc2	
rbm7	10179
eif2d	1939
eif2d	1939
uba3	9039
ubap1	51271
gc	2638
spint2	10653
dcps	28960
prrx2	51450
rngtt	8732
pskh1	5681
st3gal6	10402
tubb4a	10382
ndufs4	4724
nectin2	5819
snn	8303
p2ry12	64805
gamt	2593
kyat3	56267
pcp4l1	
zfand3	60685
btbd9	114781
ubtd2	92181
slc25a36	55186
gal3st4.1	79690
ephx2	2053
tmbim4	51643
serpine2	5270
nradd	
gfod1	
zhx2	22882
fam83a	
mta2	9219
stxbp2	6813
pigp	51227
fhl3	2275
sf3a3	10946
slc45a2	51151
hibch	26275
tsnax	7257
atox1	475
gnas	2778
cnot4	4850
arl10b	
vstm2b	
ccdc90b	
cops6	10980
spast	6683
dpp9	91039
ctse	1510
mettl2b	55798
pcmtd2	
parvb	29780
ergic1	57222
asb9	140462
osbpl11	114885
stk11ip	114790
nsun6	221078
stim1	6786
clec10a	10462
impact	55364
mrgbp	55257
mrto4	
scarb2	950
nup54	53371
faf2	23197
kbtbd4	55709
tkt	7086
fkbp4	2288
folr1	2348
hmox2	3163
arfgap1	55738
ndufa2	4695
rpl32	
dmap1	55929
slc6a9	6536
ccdc24	
nsun4	387338
atpaf1	64756
elavl4	1996
osbpl9	114883
btf3l4	
echdc2	
yipf1	54432
hspb11	
ttc22	
bsnd	7809
tnr	7143
mob4	25843
cpsf4	10898
ormdl1	94101
osgepl1	
afdn	4301
capn9	10753
snx9	51429
tmem242	
gnpat	8443
ncald	83988
azin1	51582
atp6v1c1	528
baalc	79870
slc25a32	81034
abra	137735
serpini1	5274
lrriq4	
samd7	
pld1	5337
tmem212	
fndc3b	64778
hpdl	84842
urod	7389
ccdc17	
oma1	115209
itgb3bp	23421
pgm1	5236
tmtc2	160335
atpsckmt	
ube3a	7337
cnga3	1261
bcl10	8915
odf2l	
ldhd	197257
usb1	79650
coq9	57017
dok4	55715
ccdc102a	
mlkl	197259
fhod1	29109
lonp2	83752
ppic	5480
sncaip	9627
dmxl1	1657
ap3s1	1176
snap25	6616
kif16b	55614
ppp3r1	5534
robo1	6091
chmp2b	25978
znf654	
gab3	139716
xiap	331
zdhhc15	158866
mtmr8	
ahcyl2	23382
zc3hc1	
ankrd16	54522
galnt9	50614
ankle2	23141
pgam5	192111
tango2	128989
comt	
ppm1f	
cabin1	23523
klhl22	84861
sirt4	23409
ggt1	2678
ywhah	7533
eif4enif1	56478
lmo7	4008
pibf1	10464
tdrd3	81550
bri3	25798
eef2k	29904
scnn1b	6338
spag16l	
spag16	79582
vwc2l	
ndufa10	4705
pcbp1	5093
slc19a1	6573
nckap1	10787
pde1a	5136
inpp4b	8821
scoc	
setd7	80854
sclt1	132320
jade1	79960
gltp	51228
git2	9815
pitpnb.2	23760
triap1	51499
sppl3	121665
mcm9	254394
asf1a	25842
ap4b1	10717
pkp1	5317
grin2b	2904
ivns1abp	10625
cdc73	79577
gpsm2	29899
atp6v1g3	127124
grm6	2916
brd1	23774
nomo3	408050
xylt1	64131
syt17	
iqck	
aen	64782
rhcg	51458
plin1	5346
strc	161497
sstr5	6755
trat1	50852
nxpe3	
cep97	79598
dhx33	56919
atp2a3	489
ube2g1	7326
castor2	729438
sgcd	6444
cd9	928
ntf3	4908
ndufa9	4704
rnf130	
stpg4	
ttc7a	57217
pigf	5281
oxsm	54995
plcl2	23228
coro7	79585
tex47	
bricd5	
traf7	84231
syngr3	9143
crygn	155051
rnf32	140545
ca10	56934
mbtd1	
timp2	7077
aoc2	314
nbr1	4077
lrrtm4	80059
